# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Sep 26 14:36:27 2018
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_name:        Planet Name
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN pl_disc_reflink: Discovery Reference
#
loc_rowid,pl_hostname,pl_name,pl_pnum,pl_kepflag,ra_str,ra,dec_str,dec,pl_disc_reflink
98,EPIC 211822797,EPIC 211822797 b,1,0,08h41m38.49s,130.410370,+17d38m24.0s,17.640005,<a refstr=MANN_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153...64M target=ref>Mann et al. 2017</a>
99,EPIC 211945201,EPIC 211945201 b,1,0,09h06m17.75s,136.573975,+19d24m08.1s,19.402252,<a refstr=CHAKRABORTY_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180503466C target=ref>Chakraborty et al. 2018</a>
100,EPIC 220674823,EPIC 220674823 b,2,0,00h52m19.15s,13.079780,+10d47m40.9s,10.794699,<a refstr=ADAMS_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153...82A target=ref>Adams et al. 2017</a>
101,EPIC 220674823,EPIC 220674823 c,2,0,00h52m19.15s,13.079780,+10d47m40.9s,10.794699,<a refstr=ADAMS_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153...82A target=ref>Adams et al. 2017</a>
102,FU Tau,FU Tau b,1,0,04h23m35.74s,65.898908,+25d02m59.6s,25.049898,<a refstr=LUHMAN_ET_AL__2009 href=http://adsabs.harvard.edu/abs/2009ApJ...691.1265L target=ref> Luhman et al. 2009 </a>
103,Fomalhaut,Fomalhaut b,1,0,22h57m39.05s,344.412689,-29d37m20.1s,-29.622236,<a refstr=KALAS_ET_AL__2008 href=http://adsabs.harvard.edu/abs/2008Sci...322.1345K target=ref> Kalas et al. 2008 </a>
104,GJ 1132,GJ 1132 b,2,0,10h14m51.78s,153.715737,-47d09m24.2s,-47.156727,<a refstr=BERTA_THOMPSON_ET_AL__2015 href=http://www.nature.com/nature/journal/v527/n7577/full/nature15762.html target=ref>Berta-Thompson et al. 2015</a>
105,GJ 1132,GJ 1132 c,2,0,10h14m51.78s,153.715737,-47d09m24.2s,-47.156727,<a refstr=BONFILS_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180603870B target=ref>Bonfils et al. 2018</a>
106,GJ 1148,GJ 1148 b,2,0,11h41m44.63s,175.435974,+42d45m07.1s,42.751972,<a refstr=HAGHIGHIPOUR_ET_AL__2010 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010ApJ...715..271H target=ref> Haghighipour et al. 2010 </a>
107,GJ 1148,GJ 1148 c,2,0,11h41m44.63s,175.435974,+42d45m07.1s,42.751972,<a refstr=TRIFONOV_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv171001595T target=ref>Trifonov et al. 2017</a>
108,GJ 1214,GJ 1214 b,1,0,17h15m18.92s,258.828837,+04d57m50.1s,4.963920,<a refstr=CHARBONNEAU_ET_AL__2009 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009Natur.462..891C target=ref> Charbonneau et al. 2009 </a>
109,GJ 163,GJ 163 b,3,0,04h09m15.67s,62.315273,-53d22m25.3s,-53.373699,<a refstr=BONFILS_ET_AL__2013 href=http://adsabs.harvard.edu/abs/2013A%26A...556A.110B target=ref> Bonfils et al. 2013 </a>
110,GJ 163,GJ 163 c,3,0,04h09m15.67s,62.315273,-53d22m25.3s,-53.373699,<a refstr=BONFILS_ET_AL__2013 href=http://adsabs.harvard.edu/abs/2013A%26A...556A.110B target=ref> Bonfils et al. 2013 </a>
111,GJ 163,GJ 163 d,3,0,04h09m15.67s,62.315273,-53d22m25.3s,-53.373699,<a refstr=BONFILS_ET_AL__2013 href=http://adsabs.harvard.edu/abs/2013A%26A...556A.110B target=ref> Bonfils et al. 2013 </a>
112,GJ 179,GJ 179 b,1,0,04h52m05.73s,73.023865,+06d28m35.5s,6.476539,<a refstr=HOWARD_ET_AL__2010 href=http://adsabs.harvard.edu/abs/2010ApJ...721.1467H target=ref> Howard et al. 2010 </a>
113,GJ 273,GJ 273 b,2,0,07h27m24.50s,111.852081,+05d13m32.8s,5.225785,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...602A..88A target=ref>Astudillo-Defru et al. 2017</a>
114,GJ 273,GJ 273 c,2,0,07h27m24.50s,111.852081,+05d13m32.8s,5.225785,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...602A..88A target=ref>Astudillo-Defru et al. 2017</a>
115,GJ 3021,GJ 3021 b,1,0,00h16m12.68s,4.052823,-79d51m04.3s,-79.851181,<a refstr=NAEF_ET_AL__2001 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2001A&A...375..205N target=ref> Naef et al. 2001 </a>
116,GJ 3138,GJ 3138 b,3,0,02h09m10.90s,32.295425,-16d20m22.5s,-16.339592,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...602A..88A target=ref>Astudillo-Defru et al. 2017</a>
117,GJ 3138,GJ 3138 c,3,0,02h09m10.90s,32.295425,-16d20m22.5s,-16.339592,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...602A..88A target=ref>Astudillo-Defru et al. 2017</a>
118,GJ 3138,GJ 3138 d,3,0,02h09m10.90s,32.295425,-16d20m22.5s,-16.339592,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...602A..88A target=ref>Astudillo-Defru et al. 2017</a>
119,GJ 317,GJ 317 b,1,0,08h40m59.22s,130.246730,-23d27m22.6s,-23.456289,<a refstr=JOHNSON_ET_AL__2007 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2007ApJ...670..833J target=ref> Johnson et al. 2007 </a>
120,GJ 328,GJ 328 b,1,0,08h55m07.62s,133.781754,+01d32m47.4s,1.546508,<a refstr=ROBERTSON_ET_AL__2013 href=http://adsabs.harvard.edu/abs/2013ApJ...774..147R target=ref> Robertson et al. 2013 </a>
121,GJ 3293,GJ 3293 b,4,0,04h28m35.72s,67.148820,-25d10m09.5s,-25.169301,<a refstr=ASTUDILLO_DEFRU_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...575A.119A target=ref>Astudillo-Defru et al. 2015</a>
122,GJ 3293,GJ 3293 c,4,0,04h28m35.72s,67.148820,-25d10m09.5s,-25.169301,<a refstr=ASTUDILLO_DEFRU_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...575A.119A target=ref>Astudillo-Defru et al. 2015</a>
123,GJ 3293,GJ 3293 d,4,0,04h28m35.72s,67.148820,-25d10m09.5s,-25.169301,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...602A..88A target=ref>Astudillo-Defru et al. 2017</a>
124,GJ 3293,GJ 3293 e,4,0,04h28m35.72s,67.148820,-25d10m09.5s,-25.169301,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...602A..88A target=ref>Astudillo-Defru et al. 2017</a>
125,GJ 3323,GJ 3323 b,2,0,05h01m57.43s,75.489280,-06d56m46.5s,-6.946263,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...602A..88A target=ref>Astudillo-Defru et al. 2017</a>
126,GJ 3323,GJ 3323 c,2,0,05h01m57.43s,75.489280,-06d56m46.5s,-6.946263,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...602A..88A target=ref>Astudillo-Defru et al. 2017</a>
127,GJ 3341,GJ 3341 b,1,0,05h15m46.72s,78.944663,-31d17m45.4s,-31.295951,<a refstr=ASTUDILLO_DEFRU_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...575A.119A target=ref>Astudillo-Defru et al. 2015</a>
128,GJ 3470,GJ 3470 b,1,0,07h59m05.84s,119.774349,+15d23m29.4s,15.391492,<a refstr=BONFILS_ET_AL__2012 href=http://adsabs.harvard.edu/abs/2012A%26A...546A..27B target=ref> Bonfils et al. 2012 </a>
129,GJ 3634,GJ 3634 b,1,0,10h58m35.10s,164.646242,-31d08m38.4s,-31.143989,<a refstr=BONFILS_ET_AL__2011 href=http://adsabs.harvard.edu/abs/2011A%26A...528A.111B target=ref> Bonfils et al. 2011 </a>
130,GJ 3942,GJ 3942 b,1,0,16h09m03.14s,242.263092,+52d56m37.9s,52.943874,<a refstr=PERGER_ET_AL__2017 href=http://adsabs.harvard.edu/abs/2017A&A...608A..63P target=ref>Perger et al. 2017</a>
131,GJ 3998,GJ 3998 b,2,0,17h16m00.64s,259.002655,+11d03m27.6s,11.057666,<a refstr=AFFER_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...593A.117A target=ref>Affer et al. 2016</a>
132,GJ 3998,GJ 3998 c,2,0,17h16m00.64s,259.002655,+11d03m27.6s,11.057666,<a refstr=AFFER_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...593A.117A target=ref>Affer et al. 2016</a>
133,GJ 433,GJ 433 b,1,0,11h35m26.95s,173.862289,-32d32m23.9s,-32.539970,<a refstr=BONFILS_ET_AL__2013 href=http://adsabs.harvard.edu/abs/2013A%26A...549A.109B target=ref> Bonfils et al. 2013 </a>
134,GJ 436,GJ 436 b,1,0,11h42m11.09s,175.546219,+26d42m23.7s,26.706570,<a refstr=BUTLER_ET_AL__2004 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2004ApJ...617..580B target=ref> Butler et al. 2004 </a>
135,GJ 504,GJ 504 b,1,0,13h16m46.52s,199.193817,+09d25m27.0s,9.424156,<a refstr=KUZUHARA_ET_AL__2013 href=http://adsabs.harvard.edu/abs/2013ApJ...774...11K target=ref> Kuzuhara et al. 2013 </a>
136,GJ 536,GJ 536 b,1,0,14h01m03.19s,210.263290,-02d39m17.5s,-2.654864,<a refstr=SU_AACUTE_REZ_MASCARE_NTILDE_O_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...597A.108S target=ref>Su&aacute;rez Mascare&ntilde;o et al. 2017</a>
137,GJ 581,GJ 581 b,3,0,15h19m26.82s,229.861771,-07d43m20.2s,-7.722280,<a refstr=BONFILS_ET_AL__2005 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2005A&A...443L..15B target=ref> Bonfils et al. 2005 </a>
138,GJ 581,GJ 581 c,3,0,15h19m26.82s,229.861771,-07d43m20.2s,-7.722280,<a refstr=UDRY_ET_AL__2007 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2007A&A...469L..43U target=ref> Udry et al. 2007 </a>
139,GJ 581,GJ 581 e,3,0,15h19m26.82s,229.861771,-07d43m20.2s,-7.722280,<a refstr=MAYOR_ET_AL__2009 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009A&A...507..487M target=ref> Mayor et al. 2009 </a>
140,GJ 625,GJ 625 b,1,0,16h25m24.62s,246.352600,+54d18m14.8s,54.304104,<a refstr=SU_AACUTE_REZ_MASCARE_NTILDE_O_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170506537S target=ref>Su&aacute;rez Mascare&ntilde;o et al. 2017</a>
141,GJ 649,GJ 649 b,1,0,16h58m08.85s,254.536880,+25d44m39.0s,25.744160,<a refstr=JOHNSON_ET_AL__2010 href=http://adsabs.harvard.edu/abs/2010PASP..122..149J target=ref> Johnson et al. 2010 </a>
142,GJ 667 C,GJ 667 C b,5,0,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,<a refstr=BONFILS_ET_AL__2013 href=http://adsabs.harvard.edu/abs/2013A%26A...549A.109B target=ref> Bonfils et al. 2013 </a>
143,GJ 667 C,GJ 667 C c,5,0,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,<a refstr=BONFILS_ET_AL__2013 href=http://adsabs.harvard.edu/abs/2013A%26A...549A.109B target=ref> Bonfils et al. 2013 </a>
144,GJ 667 C,GJ 667 C e,5,0,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,<a refstr=ANGLADA_ESCUDE_ET_AL__2013 href=http://adsabs.harvard.edu/abs/2013A%26A...556A.126A target=ref> Anglada-Escude et al. 2013 </a>
145,GJ 667 C,GJ 667 C f,5,0,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,<a refstr=ANGLADA_ESCUDE_ET_AL__2013 href=http://adsabs.harvard.edu/abs/2013A%26A...556A.126A target=ref> Anglada-Escude et al. 2013 </a>
146,GJ 667 C,GJ 667 C g,5,0,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,<a refstr=ANGLADA_ESCUDE_ET_AL__2013 href=http://adsabs.harvard.edu/abs/2013A%26A...556A.126A target=ref> Anglada-Escude et al. 2013 </a>
147,GJ 674,GJ 674 b,1,0,17h28m39.95s,262.166443,-46d53m42.7s,-46.895191,<a refstr=BONFILS_ET_AL__2007 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2007A&A...474..293B target=ref> Bonfils et al. 2007 </a>
148,GJ 676 A,GJ 676 A b,4,0,17h30m11.21s,262.546692,-51d38m13.1s,-51.636978,<a refstr=FORVEILLE_ET_AL__2011 href=http://adsabs.harvard.edu/abs/2011A%26A...526A.141F target=ref> Forveille et al. 2011 </a>
149,GJ 676 A,GJ 676 A c,4,0,17h30m11.21s,262.546692,-51d38m13.1s,-51.636978,<a refstr=SAHLMANN_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...595A..77S target=ref>Sahlmann et al. 2016</a>
150,GJ 676 A,GJ 676 A d,4,0,17h30m11.21s,262.546692,-51d38m13.1s,-51.636978,<a refstr=ANGLADA_ESCUDE___TUOMI_2012 href=http://adsabs.harvard.edu/abs/2012A%26A...548A..58A target=ref> Anglada-Escude & Tuomi 2012 </a>
151,GJ 676 A,GJ 676 A e,4,0,17h30m11.21s,262.546692,-51d38m13.1s,-51.636978,<a refstr=ANGLADA_ESCUDE___TUOMI_2012 href=http://adsabs.harvard.edu/abs/2012A%26A...548A..58A target=ref> Anglada-Escude & Tuomi 2012 </a>
152,GJ 687,GJ 687 b,1,0,17h36m25.90s,264.107910,+68d20m20.9s,68.339142,<a refstr=BURT_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...789..114B target=ref> Burt et al. 2014</a>
153,GJ 832,GJ 832 b,2,0,21h33m33.98s,323.391571,-49d00m32.4s,-49.009006,<a refstr=BAILEY_ET_AL__2009 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009ApJ...690..743B target=ref> Bailey et al. 2009 </a>
154,GJ 832,GJ 832 c,2,0,21h33m33.98s,323.391571,-49d00m32.4s,-49.009006,<a refstr=WITTENMYER_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...791..114W target=ref> Wittenmyer et al. 2014</a>
155,GJ 849,GJ 849 b,1,0,22h09m40.35s,332.418121,-04d38m26.6s,-4.640729,<a refstr=BUTLER_ET_AL__2006 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2006PASP..118.1685B target=ref> Butler et al. 2006 </a>
156,GJ 86,GJ 86 b,1,0,02h10m25.93s,32.608059,-50d49m25.4s,-50.823723,<a refstr=QUELOZ_ET_AL__2000 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2000A&A...354...99Q target=ref> Queloz et al. 2000 </a>
157,GJ 876,GJ 876 b,4,0,22h53m16.74s,343.319733,-14d15m49.3s,-14.263700,<a refstr=MARCY_ET_AL__1998 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=1998ApJ...505L.147M target=ref> Marcy et al. 1998 </a>
158,GJ 876,GJ 876 c,4,0,22h53m16.74s,343.319733,-14d15m49.3s,-14.263700,<a refstr=MARCY_ET_AL__2001 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2001ApJ...556..296M target=ref> Marcy et al. 2001 </a>
159,GJ 876,GJ 876 d,4,0,22h53m16.74s,343.319733,-14d15m49.3s,-14.263700,<a refstr=RIVERA_ET_AL__2005 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2005ApJ...634..625R target=ref> Rivera et al. 2005 </a>
160,GJ 876,GJ 876 e,4,0,22h53m16.74s,343.319733,-14d15m49.3s,-14.263700,<a refstr=RIVERA_ET_AL__2010 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010ApJ...719..890R target=ref> Rivera et al. 2010 </a>
161,GJ 9827,GJ 9827 b,3,0,23h27m04.83s,351.770142,-01d17m10.6s,-1.286273,<a refstr=NIRAULA_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170901527N target=ref>Niraula et al. 2017</a>
162,GJ 9827,GJ 9827 c,3,0,23h27m04.83s,351.770142,-01d17m10.6s,-1.286273,<a refstr=NIRAULA_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170901527N target=ref>Niraula et al. 2017</a>
163,GJ 9827,GJ 9827 d,3,0,23h27m04.83s,351.770142,-01d17m10.6s,-1.286273,<a refstr=NIRAULA_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170901527N target=ref>Niraula et al. 2017</a>
164,GQ Lup,GQ Lup b,1,0,15h49m12.10s,237.300427,-35d39m05.1s,-35.651421,<a refstr=NEUHAUSER_ET_AL__2005 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2005A&A...435L..13N target=ref> Neuhauser et al. 2005 </a>
165,GSC 06214-00210,GSC 06214-00210 b,1,0,16h21m54.67s,245.477780,-20d43m09.1s,-20.719202,<a refstr=IRELAND_ET_AL__2011 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2011ApJ...726..113I target=ref> Ireland et al. 2011 </a>
166,GU Psc,GU Psc b,1,0,01h12m35.04s,18.146006,+17d03m55.7s,17.065475,<a refstr=NAUD_ET_AL__2014 href=http://adsabs.harvard.edu/abs/2014ApJ...787....5N target=ref> Naud et al. 2014 </a>
167,HAT-P-1,HAT-P-1 b,1,0,22h57m46.83s,344.445104,+38d40m29.8s,38.674953,<a refstr=BAKOS_ET_AL__2007 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2007ApJ...656..552B target=ref>Bakos et al. 2007</a>
168,HAT-P-11,HAT-P-11 b,2,1,19h50m50.24s,297.709351,+48d04m51.1s,48.080856,<a refstr=BAKOS_ET_AL__2010 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010ApJ...710.1724B target=ref> Bakos et al. 2010 </a>
169,HAT-P-11,HAT-P-11 c,2,1,19h50m50.24s,297.709351,+48d04m51.1s,48.080856,<a refstr=YEE_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018AJ....155..255Y target=ref>Yee et al. 2018</a>
170,HAT-P-12,HAT-P-12 b,1,0,13h57m33.48s,209.389489,+43d29m36.7s,43.493534,<a refstr=HARTMAN_ET_AL__2009 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009ApJ...706..785H target=ref> Hartman et al. 2009 </a>
171,HAT-P-13,HAT-P-13 b,2,0,08h39m31.81s,129.882536,+47d21m07.4s,47.352051,<a refstr=BAKOS_ET_AL__2009 href=http://adsabs.harvard.edu/abs/2009ApJ...707..446B target=ref> Bakos et al. 2009 </a>
172,HAT-P-13,HAT-P-13 c,2,0,08h39m31.81s,129.882536,+47d21m07.4s,47.352051,<a refstr=BAKOS_ET_AL__2009 href=http://adsabs.harvard.edu/abs/2009ApJ...707..446B target=ref> Bakos et al. 2009 </a>
173,HAT-P-14,HAT-P-14 b,1,0,17h20m27.88s,260.116169,+38d14m31.8s,38.242165,<a refstr=TORRES_ET_AL__2010 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010ApJ...715..458T target=ref> Torres et al. 2010 </a>
174,HAT-P-15,HAT-P-15 b,1,0,04h24m59.53s,66.248026,+39d27m38.3s,39.460636,<a refstr=KOVACS_ET_AL__2010 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010ApJ...724..866K target=ref> Kovacs et al. 2010 </a>
175,HAT-P-16,HAT-P-16 b,1,0,00h38m17.56s,9.573181,+42d27m47.1s,42.463078,<a refstr=BUCHHAVE_ET_AL__2010 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010ApJ...720.1118B target=ref> Buchhave et al. 2010 </a>
176,HAT-P-17,HAT-P-17 b,2,0,21h38m08.74s,324.536396,+30d29m19.4s,30.488716,<a refstr=HOWARD_ET_AL__2012 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2012ApJ...749..134H target=ref> Howard et al. 2012 </a>
177,HAT-P-17,HAT-P-17 c,2,0,21h38m08.74s,324.536396,+30d29m19.4s,30.488716,<a refstr=HOWARD_ET_AL__2012 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2012ApJ...749..134H target=ref> Howard et al. 2012 </a>
178,HAT-P-18,HAT-P-18 b,1,0,17h05m23.15s,256.346473,+33d00m45.0s,33.012512,<a refstr=HARTMAN_ET_AL__2011 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2011ApJ...726...52H target=ref> Hartman et al. 2011 </a>
179,HAT-P-19,HAT-P-19 b,1,0,00h38m04.02s,9.516742,+34d42m41.7s,34.711575,<a refstr=HARTMAN_ET_AL__2011 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2011ApJ...726...52H target=ref> Hartman et al. 2011 </a>
180,HAT-P-2,HAT-P-2 b,1,0,16h20m36.36s,245.151489,+41d02m53.1s,41.048084,<a refstr=BAKOS_ET_AL__2007 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2007ApJ...670..826B target=ref> Bakos et al. 2007 </a>
181,HAT-P-20,HAT-P-20 b,1,0,07h27m39.95s,111.916469,+24d20m11.9s,24.336630,<a refstr=BAKOS_ET_AL__2010 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010arXiv1008.3388B target=ref> Bakos et al. 2010 </a>
182,HAT-P-21,HAT-P-21 b,1,0,11h25m05.99s,171.274955,+41d01m40.6s,41.027954,<a refstr=BAKOS_ET_AL__2010 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010arXiv1008.3388B target=ref> Bakos et al. 2010 </a>
183,HAT-P-22,HAT-P-22 b,1,0,10h22m43.61s,155.681719,+50d07m42.0s,50.128345,<a refstr=BAKOS_ET_AL__2010 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010arXiv1008.3388B target=ref> Bakos et al. 2010 </a>
184,HAT-P-23,HAT-P-23 b,1,0,20h24m29.72s,306.123854,+16d45m43.7s,16.762152,<a refstr=BAKOS_ET_AL__2010 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010arXiv1008.3388B target=ref> Bakos et al. 2010 </a>
185,HAT-P-24,HAT-P-24 b,1,0,07h15m18.01s,108.825058,+14d15m45.4s,14.262599,<a refstr=KIPPING_ET_AL__2010 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010arXiv1008.3389K target=ref> Kipping et al. 2010 </a>
186,HAT-P-25,HAT-P-25 b,1,0,03h13m44.50s,48.435419,+25d11m50.7s,25.197405,<a refstr=QUINN_ET_AL__2010 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010arXiv1008.3565Q target=ref> Quinn et al. 2010 </a>
187,HAT-P-26,HAT-P-26 b,1,0,14h12m37.53s,213.156383,+04d03m36.0s,4.059997,<a refstr=HARTMAN_ET_AL__2010 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010arXiv1010.1008H target=ref> Hartman et al. 2010 </a>
188,HAT-P-27,HAT-P-27 b,1,0,14h51m04.18s,222.767436,+05d56m50.5s,5.947368,<a refstr=BEKY_ET_AL__2011 href=http://adsabs.harvard.edu/abs/2011arXiv1101.3511B target=ref> B&eacute;ky et al. 2011 </a>
189,HAT-P-28,HAT-P-28 b,1,0,00h52m00.18s,13.000766,+34d43m42.3s,34.728413,<a refstr=BUCHHAVE_ET_AL__2011 href=http://adsabs.harvard.edu/abs/2011arXiv1103.1813B target=ref> Buchhave et al. 2011 </a>
190,HAT-P-29,HAT-P-29 b,1,0,02h12m31.47s,33.131142,+51d46m43.5s,51.778759,<a refstr=BUCHHAVE_ET_AL__2011 href=http://adsabs.harvard.edu/abs/2011arXiv1103.1813B target=ref> Buchhave et al. 2011 </a>
191,HAT-P-3,HAT-P-3 b,1,0,13h44m22.59s,206.094121,+48d01m43.2s,48.028667,<a refstr=TORRES_ET_AL__2007 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2007ApJ...666L.121T target=ref> Torres et al. 2007 </a>
192,HAT-P-30,HAT-P-30 b,1,0,08h15m47.97s,123.949894,+05d50m12.2s,5.836719,<a refstr=JOHNSON_ET_AL__2011 href=http://adsabs.harvard.edu/abs/2011arXiv1103.3825J target=ref> Johnson et al. 2011 </a>
193,HAT-P-31,HAT-P-31 b,1,0,18h06m09.05s,271.537705,+26d25m36.0s,26.426662,<a refstr=KIPPING_ET_AL__2011 href=http://adsabs.harvard.edu/abs/2011arXiv1106.1169K target=ref> Kipping et al. 2011 </a>
194,HAT-P-32,HAT-P-32 b,1,0,02h04m10.28s,31.042848,+46d41m16.2s,46.687836,<a refstr=HARTMAN_ET_AL__2011 href=http://adsabs.harvard.edu/abs/2011arXiv1106.1212H target=ref> Hartman et al. 2011 </a>
195,HAT-P-33,HAT-P-33 b,1,0,07h32m44.21s,113.184212,+33d50m06.2s,33.835052,<a refstr=HARTMAN_ET_AL__2011 href=http://adsabs.harvard.edu/abs/2011arXiv1106.1212H target=ref> Hartman et al. 2011 </a>
196,HAT-P-34,HAT-P-34 b,1,0,20h12m46.88s,303.195342,+18d06m17.5s,18.104868,<a refstr=BAKOS_ET_AL__2012 href=http://adsabs.harvard.edu/abs/2012arXiv1201.0659B target=ref> Bakos et al. 2012 </a>
